Compiled_by,Database_ID,Species,Sex,Site,State,Country,Year,Diagnostic,Individuals,Indivs_positive,Collector_source,Orig_database,Disease_status,Accuracy,Latitude,Longitude,Dead_or_sick,Conservation_Status,Conservation_Status_Code,Stage,Genus,Family,State_FullName
KrisMurray,4897,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4898,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4899,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4900,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4901,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4902,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4903,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4904,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4905,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4906,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4907,Mixophyes iteratus,not recorded,"London Creek at the junction with Stanley River, Peachester, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-26.83583,152.87861,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4908,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4909,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4910,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4911,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4912,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,1.0,H. Hines,H. Hines,positive,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4913,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4914,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4915,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4916,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4917,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4918,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4919,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4920,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4921,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4922,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4923,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4924,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4925,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4926,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4927,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4928,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4929,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4930,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4931,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4932,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4933,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4934,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4935,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4936,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4937,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4938,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4939,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4940,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4941,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4942,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4943,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4944,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4945,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4946,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4947,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4948,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4949,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4950,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4951,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4952,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4953,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4954,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4955,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4956,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4957,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4958,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4959,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4960,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4961,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,1.0,H. Hines,H. Hines,positive,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4962,Mixophyes fleayi,not recorded,"Bundoomba Creek, upstream from Canungra Creek, Green Mountains section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.2175,153.13971999999995,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4963,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4964,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4965,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4966,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,1.0,H. Hines,H. Hines,positive,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4967,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4968,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4969,Mixophyes fleayi,not recorded,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",QLD,Australia,2004,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.22333,153.13722,not noted,Endangered,EN,,Mixophyes,Myobatrachidae,Queensland
KrisMurray,4970,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4971,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4972,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4973,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4974,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4975,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4976,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4977,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4978,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4979,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4980,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4981,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
KrisMurray,4982,Litoria latopalmata,not recorded,"Kerimbilla Creek crossing, Wyaga Road, north-east of Goondiwindi, south-east Queensland.",QLD,Australia,2005,PCR,1.0,0.0,H. Hines,H. Hines,negative,acceptable,-28.351940000000006,150.61278,not noted,Least Concern,LC,,Litoria,Hylidae,Queensland
